Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc
GQG20_005176,,GNAT family N-acetyltransferase,5,6,1.2,,,,,,500,500,500
G3K91_004807,,MobC family plasmid mobilization relaxosome protein,5,5,1.0,,,,,,188,323,296
J7V03_004770,,DUF945 domain-containing protein,5,5,1.0,,,,,,102,290,218
group_435,shdA,fibronectin-binding autotransporter adhesin ShdA,5,6,1.2,,,,,,71,5963,3029
EIR60_05925,,ParB/RepB/Spo0J family partition protein,5,5,1.0,,,,,,401,428,417
GWD95_20100,,"phage major capsid protein, P2 family",5,5,1.0,,,,,,1052,1052,1052
M8W61_004828,,Hok/Gef family protein,5,5,1.0,,,,,,140,140,140
M8W61_004834,,GpE family phage tail protein,5,5,1.0,,,,,,128,155,144
M8W61_004837,,recombinase family protein,5,5,1.0,,,,,,572,599,588
GP118_000981,,hypothetical protein,5,5,1.0,,,,,,587,587,587
GIZ56_23980,,tail assembly protein,5,5,1.0,,,,,,580,701,669
GIZ56_21975,,hypothetical protein,5,5,1.0,,,,,,272,287,284
C9A57_22585,,hypothetical protein,5,5,1.0,,,,,,347,593,532
G9I61_004834,,LysR family transcriptional regulator,5,5,1.0,,,,,,206,917,750
FP996_22020,,MFS transporter,5,5,1.0,,,,,,1229,1232,1229
GZB61_005036,,hypothetical protein,5,5,1.0,,,,,,176,188,182
CIX58_02740,,hypothetical protein,5,5,1.0,,,,,,209,281,252
GOQ53_004449,,hypothetical protein,5,5,1.0,,,,,,164,170,168
LD360_001618,,fimbrial protein,5,5,1.0,,,,,,1076,1076,1076
GPC49_004872,,hypothetical protein,5,5,1.0,,,,,,72,188,142
CKP39_21995,,hypothetical protein,5,5,1.0,,,,,,224,269,233
BKJ01_21215,,hypothetical protein,5,5,1.0,,,,,,194,194,194
group_4509,traY,conjugal transfer relaxosome protein TraY,5,5,1.0,,,,,,227,239,236
LLH25_004714,,hypothetical protein,5,5,1.0,,,,,,197,239,205
GXS22_004892,,hypothetical protein,5,5,1.0,,,,,,353,353,353
GWJ32_19590,,GHKL domain-containing protein,5,5,1.0,,,,,,290,329,321
LFW45_004713,,biotin/lipoyl-binding protein,5,5,1.0,,,,,,272,473,377
K6O27_004778,,AAA family ATPase,5,5,1.0,,,,,,816,1190,1115
K6O27_004725,,biotin/lipoyl-binding protein,5,5,1.0,,,,,,182,1026,404
NEV99_004829,,glycosyltransferase family 2 protein,5,5,1.0,,,,,,119,405,195
NEV27_004685,,lytic transglycosylase domain-containing protein,5,5,1.0,,,,,,560,560,560
HEE45_004431,,prepilin peptidase,5,5,1.0,,,,,,656,656,656
group_5679,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,5,5,1.0,,,,,,815,815,815
group_569,gtgA,type III secretion system effector protease GtgA,5,5,1.0,,,,,,686,686,686
F1A84_24550,,TetR family transcriptional regulator,5,5,1.0,,,,,,626,626,626
MQ841_004863,,PipA/GogA/GtgA family type III secretion system effector,5,5,1.0,,,,,,347,686,618
GUE41_004925,,PipA/GogA/GtgA family type III secretion system effector,5,5,1.0,,,,,,347,686,618
group_590,gtgA,type III secretion system effector protease GtgA,5,5,1.0,,,,,,196,686,345
GXG37_24255,,IS21-like element IS1326 family transposase,5,5,1.0,,,,,,1523,1523,1523
D1X50_21705,,hypothetical protein,5,5,1.0,,,,,,182,254,196
GRM36_004181,,transglycosylase SLT domain-containing protein,5,5,1.0,,,,,,773,773,773
group_6020,trbB,type-F conjugative transfer system pilin assembly thiol-disulfide isomerase TrbB,5,5,1.0,,,,,,545,545,545
GWJ30_23390,,hypothetical protein,5,5,1.0,,,,,,317,317,317
GWJ32_19865,,hypothetical protein,5,5,1.0,,,,,,200,200,200
GWJ30_23110,,hypothetical protein,5,5,1.0,,,,,,281,281,281
DYI91_16485,,trypsin-like serine protease,5,5,1.0,,,,,,611,656,638
F1A84_24510,,hypothetical protein,5,5,1.0,,,,,,608,608,608
GVC77_004830,,hypothetical protein,5,5,1.0,,,,,,227,245,234
GWJ32_24230,,AAA family ATPase,5,5,1.0,,,,,,542,542,542
group_6186,dfrA12,trimethoprim-resistant dihydrofolate reductase DfrA12,5,5,1.0,,,,,,497,497,497
group_6251,ssb,single-stranded DNA-binding protein,5,5,1.0,,,,,,461,506,497
GPA44_000972,,hypothetical protein,5,5,1.0,,,,,,230,230,230
GVC64_004649,,hypothetical protein,5,5,1.0,,,,,,293,293,293
GXP82_004619,,hypothetical protein,5,5,1.0,,,,,,224,224,224
CD642_06200,,hypothetical protein,5,5,1.0,,,,,,200,221,216
GOQ62_000879,,terminase,5,5,1.0,,,,,,800,800,800
EIM93_11470,,phage tail protein,5,5,1.0,,,,,,200,200,200
M8W61_004060,,baseplate assembly protein,5,5,1.0,,,,,,329,350,345
C2F63_09490,,baseplate assembly protein,5,5,1.0,,,,,,896,896,896
EIM93_19520,,hypothetical protein,5,5,1.0,,,,,,260,260,260
IC289_003641,,hypothetical protein,5,5,1.0,,,,,,629,1226,987
GS029_000513,,hypothetical protein,5,5,1.0,,,,,,716,716,716
ERT13_03475,,Dam family site-specific DNA-(adenine-N6)-methyltransferase,5,5,1.0,,,,,,869,869,869
GXE09_23085,,hypothetical protein,5,5,1.0,,,,,,524,524,524
FGO80_13245,,phage tail tape measure protein,5,5,1.0,,,,,,3335,3335,3335
C2N25_22220,,hypothetical protein,5,5,1.0,,,,,,200,200,200
FGO80_19825,,SMEK domain-containing protein,5,5,1.0,,,,,,277,980,839
FP996_23380,,phage tail protein,5,5,1.0,,,,,,698,698,698
GSD50_004851,,mobilization protein,5,5,1.0,,,,,,485,485,485
FIX01_23605,,co-chaperone GroES,5,5,1.0,,,,,,320,320,320
B8136_22965,,ammonia monooxygenase,5,5,1.0,,,,,,404,404,404
B8136_23015,,DNA polymerase III subunit theta,5,5,1.0,,,,,,254,260,258
B8136_23465,,fimbrial biogenesis outer membrane usher protein,5,5,1.0,,,,,,2576,2819,2721
GP118_004829,,hypothetical protein,5,5,1.0,,,,,,573,680,658
GIZ56_24060,,type 1 fimbrial protein,5,5,1.0,,,,,,344,608,502
G9I61_004733,,hypothetical protein,5,5,1.0,,,,,,510,533,528
G9I61_004791,,NlpC/P60 family protein,5,5,1.0,,,,,,422,476,465
GIZ56_17935,,hypothetical protein,5,5,1.0,,,,,,431,593,560
D3387_23180,,conjugal transfer protein,5,5,1.0,,,,,,413,413,413
F0X87_21845,,hypothetical protein,5,5,1.0,,,,,,707,731,726
CP069_23880,,zinc transporter,5,5,1.0,,,,,,401,401,401
CP069_23850,,hypothetical protein,5,5,1.0,,,,,,206,206,206
group_6573,sopE,SPI-1 type III secretion system guanine nucleotide exchange factor SopE,5,5,1.0,,,,,,722,722,722
C3M18_22310,,host cell division inhibitor Icd-like protein,5,5,1.0,,,,,,164,164,164
C3M18_22525,,hypothetical protein,5,5,1.0,,,,,,389,389,389
FJP44_07985,,hypothetical protein,5,5,1.0,,,,,,773,773,773
GOQ53_001024,,IS256 family transposase,5,5,1.0,,,,,,636,1208,1093
HZW18_000098,,fimbrial protein,5,5,1.0,,,,,,1022,1022,1022
GXH05_24635,,RNA-directed DNA polymerase,5,5,1.0,,,,,,869,935,895
LD360_003996,,PTS sugar transporter,5,5,1.0,,,,,,1478,1589,1544
GSZ25_002071,,HNH endonuclease,5,5,1.0,,,,,,875,875,875
FJP44_22750,,hypothetical protein,5,5,1.0,,,,,,254,254,254
FGS23_20400,,type I toxin-antitoxin system Hok family toxin,5,5,1.0,,,,,,161,161,161
mcbE,,microcin B17 immunity protein McbE,5,5,1.0,,,,,,343,725,648
GVC77_004901,,NimC/NimA family protein,5,5,1.0,,,,,,392,392,392
DP594_16700,,tyrosine-type recombinase/integrase,5,5,1.0,,,,,,1019,1022,1019
GS029_000471,,siphovirus Gp157 family protein,5,5,1.0,,,,,,554,554,554
GS029_000486,,hypothetical protein,5,5,1.0,,,,,,314,338,333
GXS22_004715,,EexN family lipoprotein,5,5,1.0,,,,,,284,284,284
C2970_05795,,protein ninF,5,5,1.0,,,,,,170,170,170
GVB26_002050,,hypothetical protein,5,5,1.0,,,,,,200,200,200
GPQ35_000956,,hypothetical protein,5,5,1.0,,,,,,326,326,326
CIX34_20885,,endonuclease,5,5,1.0,,,,,,473,521,482
group_6765,hha,hemolysin expression modulator Hha,5,5,1.0,,,,,,209,209,209
GSD57_002565,,phage repressor protein,5,5,1.0,,,,,,581,581,581
FQP45_23355,,hypothetical protein,5,5,1.0,,,,,,191,191,191
FQP45_23350,,DUF1380 domain-containing protein,5,5,1.0,,,,,,410,410,410
FP996_19300,,DUF1281 domain-containing protein,5,5,1.0,,,,,,908,932,917
FMQ46_19235,,hypothetical protein,5,5,1.0,,,,,,257,290,283
CF690_20500,,hypothetical protein,5,5,1.0,,,,,,344,344,344
FMQ46_19545,,Hok/Gef family protein,5,5,1.0,,,,,,110,158,129
FP996_19400,,hypothetical protein,5,5,1.0,,,,,,302,302,302
CT419_17190,,DUF4102 domain-containing protein,5,5,1.0,,,,,,269,269,269
J9377_004385,,hypothetical protein,5,5,1.0,,,,,,461,461,461
NKE09_004815,,hypothetical protein,5,5,1.0,,,,,,185,236,195
CIX39_24160,,recombinase family protein,5,5,1.0,,,,,,416,614,574
CPW09_24430,,pilus assembly protein,5,5,1.0,,,,,,173,173,173
GXL71_22655,,hypothetical protein,5,5,1.0,,,,,,977,977,977
HAW10_004791,,GtrA family protein,5,5,1.0,,,,,,80,287,161
GPQ35_002680,,hypothetical protein,5,5,1.0,,,,,,1526,1526,1526
D6N87_04800,,hypothetical protein,5,5,1.0,,,,,,227,242,230
GUE00_004813,,hypothetical protein,5,5,1.0,,,,,,137,191,158
AQ534_23640,,oxaloacetate decarboxylase,5,5,1.0,,,,,,511,1775,1001
group_7111,gpt,xanthine phosphoribosyltransferase,5,5,1.0,,,,,,433,447,437
CF690_20130,,site-specific integrase,5,5,1.0,,,,,,1154,1154,1154
EJ342_19700,,Ig-like domain repeat protein,5,5,1.0,,,,,,2122,16679,13767
C8859_10175,,ATP-binding protein,5,5,1.0,,,,,,299,299,299
D6N87_25495,,heme ABC transporter permease,5,5,1.0,,,,,,93,737,390
C2W50_23845,,phage portal protein,5,5,1.0,,,,,,743,905,872
DXR30_06335,,hypothetical protein,5,5,1.0,,,,,,212,212,212
DVE01_25150,,phage portal protein,5,5,1.0,,,,,,637,637,637
CJG14_26140,,S49 family peptidase,5,5,1.0,,,,,,655,1496,1056
C0692_24670,,hypothetical protein,5,5,1.0,,,,,,317,317,317
G9564_004828,,conjugal transfer protein TraA,5,5,1.0,,,,,,392,392,392
group_8565,floR,chloramphenicol/florfenicol efflux MFS transporter FloR,5,5,1.0,,,,,,1214,1214,1214
D1C65_08810,,ead/Ea22-like family protein,5,5,1.0,,,,,,527,527,527
C2J04_23445,,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,5,5,1.0,,,,,,230,230,230
EE397_20615,,type II toxin-antitoxin system VapC family toxin,5,5,1.0,,,,,,416,416,416
CKP39_25115,,class A broad-spectrum beta-lactamase TEM-1,5,5,1.0,,,,,,860,860,860
FEL89_24115,,hypothetical protein,5,5,1.0,,,,,,478,643,520
DSD00_25265,,biotin/lipoyl-binding protein,5,5,1.0,,,,,,272,1238,584
FFC79_18380,,AAA family ATPase,5,5,1.0,,,,,,782,782,782
DWE66_26815,,aminoglycoside O-phosphotransferase APH(3')-Ia,5,5,1.0,,,,,,815,815,815
GSC00_004977,,helix-turn-helix domain-containing protein,5,5,1.0,,,,,,509,509,509
G4E77_005062,,zeta toxin family protein,5,5,1.0,,,,,,590,590,590
G4E77_005063,,hypothetical protein,5,5,1.0,,,,,,245,245,245
GRM36_004161,,KleE protein,5,5,1.0,,,,,,323,323,323
GTT06_004792,,transcriptional regulator,5,5,1.0,,,,,,404,404,404
GRM36_004170,,conjugal transfer protein TrbC,5,5,1.0,,,,,,383,383,383
D7B10_24175,,conjugal transfer protein,5,5,1.0,,,,,,326,326,326
G4E77_004911,,conjugal transfer protein TrbF,5,5,1.0,,,,,,707,707,707
G4E77_004913,,conjugal transfer protein TrbH,5,5,1.0,,,,,,443,443,443
GRM36_004176,,conjugal transfer protein TrbI,5,5,1.0,,,,,,1394,1394,1394
group_9284,trbL,P-type conjugative transfer protein TrbL,5,5,1.0,,,,,,1544,1544,1544
GTT06_004812,,hypothetical protein,5,5,1.0,,,,,,986,986,986
D7B10_24265,,DUF1738 domain-containing protein,5,5,1.0,,,,,,3818,3818,3818
GTT06_004815,,conjugal transfer protein TraD,5,5,1.0,,,,,,185,185,185
G4E77_004933,,hypothetical protein,5,5,1.0,,,,,,329,329,329
GZB80_004535,,hypothetical protein,5,5,1.0,,,,,,155,155,155
group_9295,traJ,conjugal transfer transcriptional regulator TraJ,5,5,1.0,,,,,,359,359,359
C2470_22725,,phage terminase large subunit family protein,5,5,1.0,,,,,,686,1931,1532
F9D38_02020,,hypothetical protein,5,5,1.0,,,,,,275,275,275
DYI91_17600,,hypothetical protein,5,5,1.0,,,,,,197,197,197
DYI91_17625,,hypothetical protein,5,5,1.0,,,,,,314,314,314
group_9604,merC,organomercurial transporter MerC,5,5,1.0,,,,,,425,425,425
group_9605,merP,mercury resistance system periplasmic binding protein MerP,5,5,1.0,,,,,,275,275,275
group_9606,merR,Hg(II)-responsive transcriptional regulator,5,5,1.0,,,,,,455,455,455
GWJ30_23795,,hypothetical protein,5,5,1.0,,,,,,497,497,497
DYI91_25540,,hypothetical protein,5,5,1.0,,,,,,1388,1388,1388
E3U79_24065,,hypothetical protein,5,5,1.0,,,,,,1433,1433,1433
MLC23_004712,,hypothetical protein,5,5,1.0,,,,,,386,386,386
IDQ85_004717,,hypothetical protein,5,5,1.0,,,,,,330,641,578
I5A43_004646,,recombination protein NinG,5,5,1.0,,,,,,73,388,316
D7D79_24275,,hypothetical protein,4,4,1.0,,,,,,371,371,371
FXP87_09820,,hypothetical protein,4,4,1.0,,,,,,467,467,467
E2T44_24600,,hypothetical protein,4,4,1.0,,,,,,227,227,227
E2T44_25055,,transcriptional regulator,4,4,1.0,,,,,,641,641,641
DPG42_23550,,phosphoadenosine phosphosulfate reductase,4,4,1.0,,,,,,1226,1226,1226
GXR61_004951,,hypothetical protein,4,4,1.0,,,,,,224,224,224
IAR78_004573,,Damage inducible protein,4,4,1.0,,,,,,83,83,83
GXR61_004950,,hypothetical protein,4,4,1.0,,,,,,185,185,185
EIM93_11465,,head completion/stabilization protein,4,4,1.0,,,,,,494,494,494
C9A57_15000,,hypothetical protein,4,4,1.0,,,,,,938,938,938
GP118_000975,,hypothetical protein,4,4,1.0,,,,,,485,485,485
GP118_000974,,DUF2184 domain-containing protein,4,4,1.0,,,,,,1031,1031,1031
GS029_000499,,NUDIX domain-containing protein,4,4,1.0,,,,,,1574,1574,1574
IC289_003616,,antiterminator,4,4,1.0,,,,,,677,689,683
C9A57_14955,,hypothetical protein,4,4,1.0,,,,,,1271,1271,1271
D1C65_17360,,host-nuclease inhibitor protein Gam,4,4,1.0,,,,,,296,296,296
ERT13_11485,,hypothetical protein,4,4,1.0,,,,,,206,206,206
L0N46_003917,,phage tail protein,4,4,1.0,,,,,,155,155,155
C8946_13510,,hypothetical protein,4,4,1.0,,,,,,197,197,197
EYU08_06210,,DNA adenine methylase,4,4,1.0,,,,,,692,692,692
GXF59_12575,,replication endonuclease,4,4,1.0,,,,,,2636,2636,2636
FMQ46_22985,,hypothetical protein,4,4,1.0,,,,,,353,353,353
CJF97_22270,,"toxin-antitoxin system, antitoxin component, AbrB family protein",4,4,1.0,,,,,,173,173,173
FIX01_24020,,hypothetical protein,4,4,1.0,,,,,,194,194,194
FIX01_24015,,IS256-like element ISEc58 family transposase,4,4,1.0,,,,,,1235,1235,1235
C9A57_23510,,phage virulence factor,4,4,1.0,,,,,,200,200,200
B8136_22970,,hypothetical protein,4,4,1.0,,,,,,374,374,374
ICO60_004586,,exodeoxyribonuclease,4,4,1.0,35.0,1.0,41.0,1.0,Investigate,641,1708,1261
B8136_23920,,hypothetical protein,4,4,1.0,,,,,,320,320,320
G9I61_004778,,hypothetical protein,4,4,1.0,,,,,,590,590,590
group_10826,galM,galactose-1-epimerase,4,4,1.0,,,,,,1040,1040,1040
B8136_24110,,hypothetical protein,4,4,1.0,,,,,,395,395,395
GSC23_003110,,nucleoside-specific channel-forming protein Tsx,4,4,1.0,,,,,,95,95,95
BWD03_23255,,DUF1281 domain-containing protein,4,4,1.0,,,,,,902,926,914
group_10889,mbeD,MbeD family mobilization/exclusion protein,4,4,1.0,,,,,,233,233,233
GZB61_004942,,replication initiation protein,4,4,1.0,,,,,,113,113,113
CJ664_23640,,hypothetical protein,4,4,1.0,,,,,,620,620,620
GPA44_004971,,hypothetical protein,4,4,1.0,,,,,,206,206,206
GPA51_004955,,hypothetical protein,4,4,1.0,,,,,,212,212,212
EJ342_24040,,glycosyltransferase family 2 protein,4,4,1.0,,,,,,206,893,500
CRY78_21445,,HNH endonuclease,4,4,1.0,,,,,,908,908,908
CP069_23855,,hypothetical protein,4,4,1.0,,,,,,284,284,284
C2W72_20940,,plasmid stability family protein,4,4,1.0,,,,,,422,422,422
GOQ62_000862,,DUF4754 domain-containing protein,4,4,1.0,,,,,,242,242,242
C8418_11540,,DUF2689 domain-containing protein,4,4,1.0,,,,,,365,368,366
C2484_24810,,hypothetical protein,4,4,1.0,,,,,,227,227,227
DRI21_22935,,head-tail adaptor protein,4,4,1.0,,,,,,350,350,350
DRI21_22925,,hypothetical protein,4,4,1.0,,,,,,410,410,410
DRI21_22920,,phage tail protein,4,4,1.0,,,,,,470,470,470
DRI21_22915,,phage tail protein,4,4,1.0,,,,,,347,347,347
C3M18_22545,,hypothetical protein,4,4,1.0,,,,,,233,233,233
C3M18_22550,,phage tail tape measure protein,4,4,1.0,,,,,,2960,2960,2960
GXH02_23655,,hypothetical protein,4,4,1.0,,,,,,227,227,227
FJP44_00050,,lipoprotein,4,4,1.0,,,,,,125,125,125
group_11360,ompD,porin OmpD,4,4,1.0,,,,,,1082,1082,1082
CT419_18055,,hypothetical protein,4,4,1.0,,,,,,164,164,164
NJA99_004943,,DUF1367 family protein,4,4,1.0,,,,,,275,397,336
GSZ25_001461,,helix-turn-helix transcriptional regulator,4,4,1.0,,,,,,374,374,374
group_11446,arsD,arsenite efflux transporter metallochaperone ArsD,4,4,1.0,,,,,,362,362,362
group_11447,arsB,ACR3 family arsenite efflux transporter,4,4,1.0,,,,,,1049,1049,1049
CT419_14345,,fimbrial protein,4,4,1.0,,,,,,581,581,581
JNE97_004477,,Cof-type HAD-IIB family hydrolase,4,4,1.0,,,,,,863,863,863
LD360_002702,,phage capsid protein,4,4,1.0,,,,,,800,800,800
CKP39_23990,,korC,4,4,1.0,,,,,,284,284,284
CKP39_23995,,hypothetical protein,4,4,1.0,,,,,,1133,1133,1133
group_1156,intI1,class 1 integron integrase IntI1,4,4,1.0,,,,,,198,1013,809
FMQ12_23950,,hypothetical protein,4,4,1.0,,,,,,185,185,185
D1X50_25410,,plasmid mobilization protein,4,4,1.0,,,,,,182,182,182
C3U22_26235,,plasmid replication protein,4,4,1.0,,,,,,902,902,902
BSM63_21390,,pentapeptide repeat-containing protein,4,4,1.0,,,,,,563,563,563
BKJ01_21465,,replication regulatory protein RepA,4,4,1.0,,,,,,257,257,257
DSP01_21825,,hypothetical protein,4,4,1.0,,,,,,437,437,437
IBM82_003760,,endonuclease,4,4,1.0,,,,,,461,461,461
group_11846,finO,fertility inhibition protein FinO,4,4,1.0,,,,,,557,557,557
group_11847,traG,conjugal transfer mating pair stabilization protein TraG,4,4,1.0,,,,,,2825,2825,2825
group_11851,trbE,conjugal transfer protein TrbE,4,4,1.0,,,,,,257,260,257
CIX34_20620,,ParB/RepB/Spo0J family partition protein,4,4,1.0,,,,,,1964,1964,1964
EYJ31_24340,,glycosyltransferase,4,4,1.0,,,,,,539,1133,817
FMQ46_22050,,microcin B17 processing protein McbC,4,4,1.0,,,,,,1190,1190,1190
DY478_21865,,hypothetical protein,4,4,1.0,,,,,,209,209,209
DY478_24790,,type II toxin-antitoxin system Phd/YefM family antitoxin,4,4,1.0,,,,,,221,221,221
GVC77_004765,,type II toxin-antitoxin system death-on-curing family toxin,4,4,1.0,,,,,,380,380,380
CJW60_00555,,GPO family capsid scaffolding protein,4,4,1.0,,,,,,854,854,854
CHK02_06270,,phage tail protein I,4,4,1.0,,,,,,533,533,533
DP594_00585,,phage tail protein,4,4,1.0,,,,,,1178,1178,1178
GXH02_14280,,DUF4224 domain-containing protein,4,4,1.0,,,,,,224,224,224
GXE38_14165,,hypothetical protein,4,4,1.0,,,,,,323,323,323
GXH02_14310,,helix-turn-helix domain-containing protein,4,4,1.0,,,,,,464,464,464
GXH02_14315,,hypothetical protein,4,4,1.0,,,,,,446,446,446
GXE38_14250,,site-specific DNA-methyltransferase,4,4,1.0,,,,,,911,911,911
DP594_16840,,lysis protein,4,4,1.0,,,,,,455,455,455
EOG75_14640,,DUF1073 domain-containing protein,4,4,1.0,,,,,,1469,1469,1469
GXH02_14475,,lytic transglycosylase catalytic,4,4,1.0,,,,,,1952,1952,1952
GXE38_14340,,hypothetical protein,4,4,1.0,,,,,,650,650,650
GXE38_14345,,hypothetical protein,4,4,1.0,,,,,,302,302,302
GXE38_14350,,hypothetical protein,4,4,1.0,,,,,,1034,1034,1034
GXH02_14495,,hypothetical protein,4,4,1.0,,,,,,335,335,335
GXH02_14500,,Arc family DNA-binding protein,4,4,1.0,,,,,,317,317,317
GXE38_14365,,Arc family DNA-binding protein,4,4,1.0,,,,,,161,161,161
GXH02_14520,,phage repressor protein,4,4,1.0,,,,,,785,785,785
GXH02_14525,,translation initiation factor IF-2,4,4,1.0,,,,,,755,755,755
EOG75_14790,,hypothetical protein,4,4,1.0,,,,,,197,197,197
EOG75_14795,,hypothetical protein,4,4,1.0,,,,,,647,647,647
group_12,oadA,oxaloacetate decarboxylase,4,5,1.25,,,,,,427,1775,1091
ltrA,,group II intron reverse transcriptase/maturase,4,4,1.0,,,,,,1901,1901,1901
CJS00_24315,,plasmid replication initiation protein,4,4,1.0,,,,,,404,404,404
GXS22_004901,,Rop family plasmid primer RNA-binding protein,4,4,1.0,,,,,,203,203,203
GOO01_000654,,protein ninY,4,4,1.0,,,,,,224,224,224
F9D38_19405,,hypothetical protein,4,4,1.0,,,,,,188,188,188
GWJ30_24290,,HNH endonuclease,4,4,1.0,,,,,,857,857,857
DWE66_21860,,hypothetical protein,4,4,1.0,,,,,,308,308,308
DWE66_21935,,hypothetical protein,4,4,1.0,,,,,,191,191,191
DWE66_21940,,hypothetical protein,4,4,1.0,,,,,,281,281,281
NEV99_000779,,proQ/FINO family protein,4,4,1.0,,,,,,593,593,593
group_12326,mbeD,MbeD family mobilization/exclusion protein,4,4,1.0,,,,,,212,212,212
HEE45_003149,,hypothetical protein,4,4,1.0,,,,,,1799,1799,1799
DEY57_05490,,tyrosine-type recombinase/integrase,4,4,1.0,,,,,,1034,1034,1034
HEE45_003154,,hypothetical protein,4,4,1.0,,,,,,461,461,461
FMQ12_23915,,pyridine nucleotide-disulfide oxidoreductase,4,4,1.0,,,,,,1325,1325,1325
FP996_19385,,theronine dehydrogenase,4,4,1.0,,,,,,317,317,317
CT382_23150,,virulence protein,4,4,1.0,,,,,,257,686,578
GWJ32_17245,,DUF1795 domain-containing protein,4,4,1.0,,,,,,458,458,458
GOQ53_002162,,hypothetical protein,4,4,1.0,,,,,,332,332,332
J9377_003207,,DUF4424 domain-containing protein,4,4,1.0,,,,,,932,932,932
J9377_003210,,DUF4424 domain-containing protein,4,4,1.0,,,,,,971,971,971
HZW18_000446,,zinc-binding dehydrogenase,4,4,1.0,,,,,,1076,1076,1076
LD360_004788,,MFS transporter,4,4,1.0,,,,,,1379,1379,1379
CT419_02665,,NAD(P)-dependent alcohol dehydrogenase,4,4,1.0,,,,,,1043,1043,1043
LD360_004790,,ketose-bisphosphate aldolase,4,4,1.0,,,,,,836,836,836
CT419_02680,,aldo/keto reductase,4,4,1.0,,,,,,983,983,983
HZW18_000452,,DeoR/GlpR transcriptional regulator,4,4,1.0,,,,,,758,758,758
LD360_000402,,MFS transporter,4,4,1.0,,,,,,1358,1358,1358
GWJ32_03315,,D-galactonate dehydratase,4,4,1.0,,,,,,1253,1253,1253
CT419_04405,,SDR family oxidoreductase,4,4,1.0,,,,,,767,767,767
CT419_04410,,MFS transporter,4,4,1.0,,,,,,1361,1361,1361
HZW18_000784,,L-idonate 5-dehydrogenase,4,4,1.0,,,,,,1091,1091,1091
GWJ32_03295,,FadR family transcriptional regulator,4,4,1.0,,,,,,719,719,719
group_12906,pspF,phage shock protein operon transcriptional activator,4,4,1.0,,,,,,980,980,980
